Language from 008,Language from 041
ger,"deutsch, englisch, spanisch, französisch, deutsch (untertitel), englisch (untertitel), arabisch (untertitel), spanisch (untertitel), dänisch (untertitel), niederländisch (untertitel), finnisch (untertitel), französisch (untertitel), hindi (untertitel), isländisch (untertitel), norwegisch (untertitel), portugiesisch (untertitel), schwedisch (untertitel), türkisch (untertitel)"
ger,"deutsch, englisch, französisch, italienisch, niederländisch, spanisch"
ger,"deutsch, englisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel), deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel)"
ger,"deutsch, koreanisch, deutsch (untertitel), niederländisch (untertitel)"
ger,"deutsch, polnisch, deutsch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), holländisch (untertitel), schwedisch (untertitel), norwegisch (untertitel), dänisch (untertitel), finnisch (untertitel), italienisch (untertitel), isländisch (untertitel), deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, deutsch (untertitel), englisch (untertitel), italienisch (untertitel), französisch (untertitel), spanisch (untertitel), kroatisch (untertitel), slowenisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel)"
ger,"deutsch, englisch, türkisch, deutsch (untertitel), türkisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, spanisch, portugiesisch, deutsch (untertitel), englisch (untertitel), italienisch (untertitel), spanisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), spanisch (untertitel), italienisch (untertitel)"
ger,"deutsch, englisch, türkisch, italienisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), türkisch (untertitel), slowenisch (untertitel), kroatisch (untertitel)"
ger,"deutsch, englisch, polnisch, ungarisch, deutsch (untertitel), polnisch (untertitel), ungarisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, russisch, deutsch (untertitel), russisch (untertitel), arabisch (untertitel), tschechisch (untertitel), polnisch (untertitel), rumänisch (untertitel), slowakisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, deutsch (untertitel), italienisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, türkisch, deutsch (untertitel), englisch (untertitel), italienisch (untertitel), türkisch (untertitel)"
ger,"deutsch, englisch, niederländisch, türkisch, deutsch (untertitel), englisch (untertitel), niederländisch (untertitel), türkisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, türkisch, arabisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), arabisch (untertitel), kroatisch (untertitel), slowenisch (untertitel), estnisch (untertitel)"
ger,"deutsch, englisch, italienisch, deutsch (untertitel), englisch (untertitel), italienisch (untertitel), spanisch (untertitel)"
ger,"deutsch, englisch, spanisch, portugesisch, türkisch, deutsch (untertitel), englisch (untertitel), spanisch (untertitel), portugiesisch (untertitel), türkisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, französisch, italienisch, spanisch, holländisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), holländisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, türkisch, deutsch (untertitel), englisch (untertitel), italienisch (untertitel), türkisch (untertitel), arabisch (untertitel), serbisch (untertitel), kroatisch (untertitel), slowenisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, türkisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, türkisch, bulgarisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel), bulgarisch (untertitel)"
ger,"deutsch, deutsch (untertitel), deutsch (untertitel für hörgeschädigte), hörfilmfassung für sehbehinderte"
ger,"deutsch, englisch, spanisch, deutsch (untertitel), englisch (untertitel), spanisch (untertitel), türkisch (untertitel), kroatisch (untertitel), griechisch (untertitel), hindi (untertitel), isländisch (untertitel), rumänisch (untertitel), slowenisch (untertitel)"
ger,"deutsch, englisch, italienisch, spanisch, deutsch (untertitel), italienisch (untertitel), spanisch (untertitel), portugiesisch (untertitel), kroatisch (untertitel), slowenisch (untertitel), türkisch (untertitel), hebräisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), arabisch (untertitel), kroatisch (untertitel), tschechisch (untertitel), dänisch (untertitel), finnisch (untertitel), griechisch (untertitel), hebräisch (untertitel), ungarisch (untertitel), norwegisch (untertitel), polnisch (untertitel), portugiesisch (untertitel), rumänisch (untertitel), slowenisch (untertitel), schwedisch (untertitel), türkisch (untertitel), deutsch (untertitel für hörgeschädigte), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, französisch, italienisch, französisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, italienisch"
ger,"deutsch, englisch, deutsch (untertitel)"
ger,"deutsch, französisch, deutsch (untertitel)"
ger,"deutsch, englisch, französisch, italienisch, spanisch, deutsch (untertitel), englisch (untertitel), arabisch (untertitel), bulgarisch (untertitel), dänisch (untertitel), finnisch (untertitel), französisch (untertitel), griechisch (untertitel), hebräisch (untertitel), holländisch (untertitel), isländisch (untertitel), italienisch (untertitel), kroatisch (untertitel), norwegisch (untertitel), polnisch (untertitel), portugiesisch (untertitel), rumänisch (untertitel), schwedisch (untertitel), slowenisch (untertitel), spanisch (untertitel), tschechisch (untertitel), türkisch (untertitel), ungarisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, französisch, deutsch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), arabisch (untertitel), bulgarisch (untertitel), hebräisch (untertitel)"
ger,"deutsch, englisch, französisch, französisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, französisch, italienisch, spanisch, deutsch (untertitel), englisch (untertitel), arabisch (untertitel), dänisch (untertitel), finnisch (untertitel), französisch (untertitel), griechisch (untertitel), hebräisch (untertitel), hindi (untertitel), holländisch (untertitel), isländisch (untertitel), italienisch (untertitel), norwegisch (untertitel), polnisch (untertitel), portugiesisch (untertitel), schwedisch (untertitel), spanisch (untertitel), tschechisch (untertitel), türkisch (untertitel), ungarisch (untertitel)"
ger,"deutsch, deutsch (untertitel)"
ger,"deutsch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, spanisch, deutsch (untertitel), chinesisch (untertitel, vereinfacht), chinesisch (untertitel, traditionell), dänisch (untertitel), finnisch (untertitel), griechisch (untertitel), italienisch (untertitel), norwegisch (untertitel), portugiesisch (untertitel), rumänisch (untertitel), schwedisch (untertitel), spanisch (untertitel), türkisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, französisch, italienisch, spanisch, portugiesisch, japanisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), japanisch (untertitel), brasilianisch (untertitel), dänisch (untertitel), niederländisch (untertitel), finnisch (untertitel), griechisch (untertitel), koreanisch (untertitel), norwegisch (untertitel), polnisch (untertitel), portugiesisch (untertitel), schwedisch (untertitel), thailändisch (untertitel), türkisch (untertitel), mandarin (untertitel)"
ger,"deutsch, englisch, spanisch, italienisch, französisch, japanisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), holländisch (untertitel), schwedisch (untertitel), dänisch (untertitel), finnisch (untertitel), norwegisch (untertitel), japanisch (untertitel)"
ger,"deutsch, mongolisch"
ger,"deutsch, englisch (untertitel), deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, deutsch (untertitel), englisch (untertitel)"
ger,"deutsch, englisch, türkisch, italienisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), türkisch (untertitel), arabisch (untertitel)"
ger,"deutsch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, spanisch, deutsch (untertitel), englisch (untertitel), italienisch (untertitel), spanisch (untertitel), niederländisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel)"
ger,"deutsch, englisch, französisch, italienisch, spanisch, deutsch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), holländisch (untertitel), schwedisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel)"
ger,"deutsch, englisch, türkisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel)"
ger,"deutsch, englisch, türkisch, deutsch (untertitel), englisch (untertitel), dänisch (untertitel), finnisch (untertitel), niederländisch (untertitel), norwegisch (untertitel), schwedisch (untertitel), türkisch (untertitel)"
ger,"deutsch, englisch, türkisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel), bulgarisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel)"
ger,"deutsch, englisch, französisch, ungarisch, deutsch (untertitel für hörgeschädigte), englisch (untertitel für hörgeschädigte), französisch (untertitel), niederländisch (untertitel), ungarisch (untertitel)"
ger,"deutsch, deutsch (untertitel für hörgeschädigte), deutsch (hörfilmfassung)"
ger,"deutsch, englisch, spanisch, englisch (untertitel), spanisch (untertitel), deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel)"
ger,"deutsch, englisch, spanisch, deutsch (untertitel), englisch (untertitel), italienisch (untertitel), spanisch (untertitel), portugiesisch (untertitel), niederländisch (untertitel), schwedisch (untertitel), deutsch (untertitel für hörgeschädigte), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, türkisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel), türkisch (untertitel), arabisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, russisch, englisch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, spanisch, dänisch (untertitel), finnisch (untertitel), isländisch (untertitel), norwegisch (untertitel), spanisch (untertitel), portugiesisch (untertitel), schwedisch (untertitel), deutsch (untertitel für hörgeschädigte), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, spanisch, deutsch (untertitel), englisch (untertitel), spanisch (untertitel), türkisch (untertitel)"
ger,"deutsch, englisch"
ger,"deutsch, englisch, französisch, italienisch, spanisch, deutsch (untertitel), englisch (untertitel), dänisch (untertitel), finnisch (untertitel), französisch (untertitel), holländisch (untertitel), italienisch (untertitel), norwegisch (untertitel), schwedisch (untertitel), spanisch (untertitel), deutsch (untertitel für hörgeschädigte), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel), türkisch (untertitel)"
ger,"deutsch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, russisch, ungarisch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, deutsch (untertitel), englisch (untertitel)"
ger,"deutsch, englisch, deutsch (untertitel für hörgeschädigte), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel für hörgeschädigte)"
ger,"deutsch, französisch, deutsch (untertitel für hörgeschädigte), deutsch (hörfilmfassung für sehgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel), englisch (untertitel)"
ger,"deutsch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, deutsch (untertitel für hörgeschädigte)"
ger,"deutsch, englisch, italienisch, deutsch (untertitel), englisch (untertitel), französisch (untertitel), italienisch (untertitel), spanisch (untertitel)"
ger,"deutsch, englisch, französisch, spanisch, deutsch (untertitel), niederländisch (untertitel), dänisch (untertitel), finnisch (untertitel), norwegisch (untertitel), schwedisch (untertitel), englisch (untertitel für hörgeschädigte)"
